Angler ID,Primary Regional Monitoring Group,Secondary Regional Monitoring Group,Do Not Contact,# Volunteer Days 2007,Dates Fished 2007,2007 Total (+/-) Fishing Time (days),# Volunteer Days 2008,Dates Fished 2008,2008 Total (+/-) Fishing Time (days),# Volunteer Days 2009,Dates Fished 2009,2009 Total (+/-) Fishing Time (days),# Volunteer Days 2010,Dates Fished 2010,2010 Total (+/-) Fishing Time,# Volunteer Days 2011,Dates Fished 2011,2011 Total (+/-) Fishing Time,# Volunteer Days 2012,Dates Fished 2012,2012 Total (+/-) Fishing Time,# Volunteer Days 2013,Dates Fished 2013,2013 Total (+/-) Fishing Time,# Volunteer Days 2014,Dates Fished 2014,2014 Total (+/-) Fishing Time,# Volunteer Days 2015,Dates Fished 2015,2015 Total (+/-) Fishing Time,# Volunteer Days 2016,Dates Fished 2016,2016 Total(+/-) Fishing Time,# Volunteer Days 2017,Dates Fished 2017,2017 Total (+/-) Fishing Time (mins),# Volunteer Days 2018,Dates Fished 2018,2018 Total (+/-) Fishing Time (mins),# Volunteer Days 2019,Dates Fished 2019,2019 Total (+/-) Fishing Time (mins),# of Volunteer Days 2020,Dates Fished 2020,2020 Total (+/-) Fishing Time (mins),# Volunteer Days 2021,Dates Fished 2021,2021 Total (+/-) Fishing Time (mins)
D089,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"8/22/2017, 10/19/2017",-3,,,0,0,,0,,,,,,
D090,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10/26/2017,0,,,0,0,,0,,,,,,
D091,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8/22/2017,0,,,0,0,,0,,,,,,
D092,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8/16/2017,-1,2,"7/19/2018, 8/17/2018",-2,1,;14-Aug,0,,,,,,
D093,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10/27/2017,-10.5,1,8/17/2018,-3,0,,0,,,,,,
D094,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8/23/2017,-4.5,,,0,1,;25-Jul,-8,,,,,,
D095,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8/29/2017,-1,2,"7/11/2018, 8/22/2018",-1,0,,0,,,,,,
D096,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7/17/2017,-11,,,0,0,,0,,,,,,
D097,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8/16/2017,-5,,,0,0,,0,,,,,,
D098,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8/23/2017,-2,,,0,0,,0,,,,,,
D099,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10/27/2017,0,,,0,0,,0,,,,,,
D100,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"8/17/2017, 10/26/2017, 11/17/2017",-7.75,2,"8/18/2018, 8/21/2018",-1.5,1,;22-Aug,0,,,,,,
D101,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8/16/2017,-2,1,8/16/2018,0,2,";7/25, 8/15",-2.5,,,,,,
D102,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8/22/2017,0,,,0,0,,0,,,,,,
D103,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8/17/2017,-3,1,7/18/2018,0,0,,0,,,,,,
D104,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8/23/2017,-3.5,,,0,0,,0,,,,,,
D105,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7/17/2017,-7,,,0,0,,0,,,,,,
D106,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8/22/2017,-1,,,0,0,,0,,,,,,
D107,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8/28/2017,-10.5,,,0,0,,0,,,,,,
D108,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7/17/2017,-10,1,7/12/2018,-5.5,0,,0,,,,,,
D109,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7/18/2017,-12,,,0,0,,0,,,,,,
D110,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8/28/2017,-15.5,4,"7/11/2018, 8/16/2018, 8/17/2018, 8/21/2018",-11,4,";7/11, 8/15, 8/22, 9/4",-20,,,,,,
D111,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,NA,,1,8/17/2018,0,0,,0,,,,,,
D112,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,NA,,1,8/21/2018,-5,0,,0,,,,,,
D113,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,NA,,1,8/17/2018,-1,0,,0,,,,,,
D114,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,NA,,1,7/12/2018,-9,0,,0,,,,,,
D115,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,NA,,1,7/12/2018,-11,0,,0,,,,,,
D116,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,NA,,1,8/17/2018,-1.5,0,,0,,,,,,
D117,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,NA,,1,8/22/2018,-3,1,;11-Jul,0,,,,,,
D118,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,NA,,1,8/17/2018,0,0,,0,,,,,,
D119,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,NA,,1,8/16/2018,0,0,,0,,,,,,
D120,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,NA,,1,8/21/2018,0,0,,0,,,,,,
D121,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,NA,,1,7/19/2018,0,0,,0,,,,,,
D122,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,NA,,2,"7/12/2018, 8/21/2018",0,1,;11-Jul,0,,,,,,
D123,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,NA,,1,8/21/2018,0,1,;11-Jul,0,,,,,,
D124,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,NA,,1,7/18/2018,-7,0,,0,,,,,,
D125,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,NA,,1,8/22/2018,-2,1,;3-Sep,0,,,,,,
D126,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,NA,,1,8/17/2018,-1.5,1,;11-Jul,0,,,,,,
D127,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,NA,,1,8/22/2018,-0.5,2,";7/11, 8",0,,,,,,
D128,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,NA,,1,7/19/2018,-10.5,1,;28-Aug,-5,,,,,,
D129,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,NA,,1,8/16/2018,0,3,";7/10, 8/21, 9/4",-4,,,,,,
D130,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,NA,,1,7/18/2018,-2,0,,0,,,,,,
D131,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,NA,,1,8/16/2018,-1.5,0,,0,,,,,,
D132,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,NA,,1,8/22/2018,0,1,;11-Jul,-1,,,,,,
D133,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,NA,,1,8/22/2018,-1,0,,0,,,,,,
D134,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,NA,,2,"7/18/2018, 8/16/2018",-1,0,,0,,,,,,
D135,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,NA,,1,7/18/2018,0,1,;10-Jul,0,,,,,,
D136,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,NA,,1,8/16/2018,0,2,";8/14, 9/3",-14,,,,,,
D137,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,NA,,1,8/17/2018,-1,0,,0,,,,,,
D138,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,NA,,1,7/18/2018,-4,0,,0,,,,,,
D139,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,NA,,1,8/22/2018,-2,0,,0,,,,,,
D140,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,NA,,1,8/21/2018,-5.5,0,,0,,,,,,
D141,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,NA,,1,8/22/2018,-0.5,0,,0,,,,,,
D142,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,NA,,1,7/18/2018,-8,0,,0,,,,,,
D143,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,,1,10-Jul,0,,,,,,
D144,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,,1,10-Jul,-1,,,,,,
D145,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,,1,10-Jul,-3,,,,,,
D146,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,,1,10-Jul,0,,,,,,
D147,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,,2,"7/25, 8/28",-1,,,,,,
D148,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,,1,25-Jul,-3.5,,,,,,
D149,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,,1,25-Jul,-16,,,,,,
D150,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,,1,25-Jul,-5,,,,,,
D151,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,,2,"7/25, 8/15",-8,,,,,,
D152,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,,3,"7/11, 8/15, 9/3",-3,,,,,,
D153,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,,1,11-Jul,0,,,,,,
D155,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,1,14-Aug,-3,,,,,,
D156,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,1,14-Aug,-3,,,,,,
D157,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,1,14-Aug,-4,,,,,,
D158,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,2,"8/14, 8/28",0,,,,,,
D159,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,1,14-Aug,0,3,"8/26, 9/9, 9/10",-1,,,
D160,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,2,"8/14, 9/3",-1,,,,,,
D161,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,1,14-Aug,-1,,,,,,
D162,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,1,15-Aug,0,,,,,,
D163,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,1,15-Aug,-5,,,,,,
D164,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,2,"8/15, 9/4",-4,,,,,,
D165,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,1,15-Aug,-1,,,,,,
D166,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,1,15-Aug,0,,,,,,
D167,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,1,15-Aug,-0.5,,,,,,
D168,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,1,21-Aug,-2,,,,,,
D169,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,3,"8/21, 8/22, 8/28",-18.5,,,,,,
D171,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,1,21-Aug,-3.5,,,,,,
D172,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,3,"8/21, 8/22, 9/4",-9,,,,,,
D173,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,1,21-Aug,0,,,,,,
D174,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,3,"8/21, 8/22, 9/4",-21,,,,,,
D175,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,1,21-Aug,0,,,,,,
D176,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,1,21-Aug,0,,,,,,
D177,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,1,21-Aug,-2,,,,,,
D178,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,1,28-Aug,-1.5,,,,,,
D179,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,1,28-Aug,-1.5,,,,,,
D180,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,1,28-Aug,-2,,,,,,
D181,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,1,28-Aug,-4,,,,,,
D182,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,1,28-Aug,-7,,,,,,
D183,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,1,3-Sep,0,,,,,,
D184,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,1,3-Sep,-9.5,,,,,,
D185,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,1,3-Sep,-3,,,,,,
D186,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,1,3-Sep,-14,,,,,,
D187,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,1,3-Sep,0,,,,,,
D188,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,1,3-Sep,-1,,,,,,
D189,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,1,3-Sep,-1,,,,,,
D190,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,1,3-Sep,-26,,,,,,
D191,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,1,"8/21, 9/4",-8,,,,,,
D192,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,1,4-Sep,-9,,,,,,
D193,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,1,4-Sep,0,,,,,,
D194,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,1,4-Sep,-12,,,,,,
D195,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,1,21-Aug,-1,,,,,,
D196,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"7/28, 7/29, 8/4, 8/25, 9/9",1,5,"7/1, 7/15, 7/28, 8/10, 9/6",-6.5
D197,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,0,,0,7,"7/28, 8/19, 8/25, 8/26, 8/31, 9/7, 9/16",-13,,,
D198,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,0,,0,12,"7/28, 7/29, 8/4, 8/5, 8/19, 8/25, 8/26, 8/31, 9/7, 9/9, 9/10, 9/16",-22.5,9,"7/15, 7/16, 7/20, 7/21, 8/9, 8/10, 8/18, 8/25, 9/6",-11.25
D199,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,0,,0,8,"7/28, 7/29, 8/4, 8/5, 8/19, 8/31, 9/10, 9/16",-17,7,"7/1, 7/15, 7/21, 7/28, 8/10, 8/18, 9/6",-19
D200,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,0,,0,8,"7/28, 7/29, 8/4, 8/5, 8/19, 8/31, 9/10, 9/16",-27.5,7,"7/1, 7/15, 7/21, 7/28, 8/10, 8/18, 9/6",-17.5
D201,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,0,,0,2,"7/29, 8/5",0.5,,,
D202,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,0,,0,5,"7/29, 8/4, 8/5, 8/25, 8/26",-7,,,
D203,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,0,,0,8,"8/19, 8/25, 8/26, 8/31, 9/7, 9/9, 9/10, 9/16",-19.5,6,"7/1, 7/2, 7/15, 7/16, 7/28, 8/25",-7.5
D204,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,0,,0,1,7-Sep,-15,,,
D205,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,0,,0,1,7-Sep,-4,1,16-Jul,-1
D206,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,0,,0,1,9-Sep,0,,,
D207,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,0,,0,0,,0,8,"7/1, 7/2, 7/20, 7/21, 8/9, 8/10, 8/18, 8/25",-11.5
D208,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,0,,0,0,,0,7,"7/1, 7/2, 7/28, 8/9, 8/10, 8/18, 8/25",-7.5
D209,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,0,,0,0,,0,1,2-Jul,0
D210,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,0,,0,0,,0,1,16-Jul,-0.5
D211,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,0,,0,0,,0,1,16-Jul,-9.5
D212,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,0,,0,0,,0,2,"7/20, 8/25",-7.5
D213,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,0,,0,0,,0,1,21-Jul,-41
D214,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,0,,0,0,,0,1,21-Jul,-3
D215,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,0,,0,0,,0,4,"7/28, 8/9, 8/10, 8/18",-12
D216,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,0,,0,0,,0,1,18-Aug,-3.5
D217,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,0,,0,0,,0,1,6-Sep,0
H001,HSU,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"9/5, 9/6",,,,,0,,0,,,,,,
H002,HSU,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"10/30, 10/31",,1,29-Jul,,0,,0,,,,,,
H003,HSU,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,31-Oct,,,,,0,,0,,,,1,8-Sep,
H004,HSU,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6-Aug,,,,,0,,0,,,,,,
H005,HSU,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6-Aug,,,,,0,,0,,,,,,
H006,HSU,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"8/6, 10/30, 10/31",,,,,0,,0,,,,,,
H007,HSU,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3-Aug,,2,"7/31, 8/31",,0,,0,,,,,,
H008,HSU,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3-Aug,,,,,0,,0,,,,,,
H009,HSU,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,30-Jul,,,,,0,,0,,,,,,
H010,HSU,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,16-Jun,,,,,0,,0,,,,,,
H011,HSU,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,24-Jul,,,,,0,,0,,,,,,
H012,HSU,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7-Jul,,,,,0,,0,,,,,,
H013,HSU,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7-Jul,,,,,0,,0,,,,,,
H014,HSU,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,25-Jun,,,,,0,,0,,,,,,
H015,HSU,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"6/15, 6/16",,1,30-Aug,,1,;13-Jul,0,,,,1,3-Aug,
H016,HSU,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,18-Jul,,,,,0,,0,,,,,,
H018,HSU,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,17-Jun,,,,,0,,0,,,,,,
H019,HSU,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,17-Jun,,,,,1,27-Jun,0,,,,,,
H020,HSU,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,18-Jul,,1,29-Jul,,0,,0,,,,,,
H021,HSU,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6-Aug,,,,,1,;29-Jun,0,,,,,,
H022,HSU,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6-Sep,,,,,0,,0,1,August (31),,,,
H023,HSU,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,1,18-Jun,,0,,0,,,,,,
H024,HSU,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,1,19-Jun,,,,,,,,,,
H025,HSU,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,1,19-Jun,,,,,,,,,,
H026,HSU,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,1,11-Jul,,,,,,,,,,
H027,HSU,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,1,11-Jul,,,,,,,,,,
H028,HSU,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,1,13-Jul,,,,,,,,2,"10/8, 9/25",
H029,HSU,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,1,13-Jul,,,,,,,,,,
H030,HSU,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,1,23-Jul,,,,,,,,,,
H031,HSU,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,1,23-Jul,,,,,,,,,,
H032,HSU,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,1,23-Jul,,,,,,,,,,
H033,HSU,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,2,"7/24, 8/6",,,,,,,,,,
H034,HSU,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,1,26-Jul,,,,,,,,,,
H035,HSU,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,1,26-Jul,,,,,,,,,,
H036,HSU,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,1,10-Jul,,,,,,,,,,
H037,HSU,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,1,27-Jul,,,,,,,,,,
H038,HSU,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,1,27-Jul,,,,,,,,,,
H039,HSU,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,1,31-Jul,,,,,,,,,,
H040,HSU,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,1,24-Aug,,,,,,,,,,
H041,HSU,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,1,26-Aug,,,,,,,,,,
H042,HSU,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,1,26-Aug,,,,,,,,,,
H043,HSU,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,1,29-Aug,,,,,,,,,,
H044,HSU,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,1,30-Aug,,,,,,,,,,
H045,HSU,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,1,31-Aug,,,,,,,,,,
H046,HSU,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,3,"6/18, 6/19, 6/30",0,,,,,,
H047,HSU,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,3,"6/18, 6/19, 6/30",0,,,,,,
H048,HSU,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,2,"7/8, 7/9",0,,,,,,
H049,HSU,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,2,"6/27, 7/8, 7/9",0,,,,,,
H050,HSU,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,1,27-Jun,0,,,,,,
H051,HSU,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,1,24-Jun,0,,,,,,
H052,HSU,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,2,"6/18, 6/19",0,,,,,,
